,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,accommodates,bedrooms,beds,instant_bookable,price,Clothing,Entertainment,Exercise,Kitchen,Luxury,Outdoor,Parking,Security,Streaming,Technology,Views,Ward,Privacy,review_scores_rating,Target
194,1.0,1.0,1.0,0.0,3,1.7702985856469355,2.0,0,65.0,1,0,0,1,0,1,1,1,0,0,0,4,1,4.31,0
195,1.0,1.0,1.0,0.0,2,1.0,1.0,0,123.0,1,0,0,1,0,1,0,1,0,1,0,1,1,4.88,1
196,2.0,1.0,0.85,0.39646102343376377,1,1.7702985856469355,1.0,0,67.0,1,0,0,1,0,0,0,1,0,0,0,4,2,4.85,1
197,1.0,1.0,0.5,0.0,2,1.0,1.0,0,130.0,1,0,0,1,0,0,0,1,0,0,0,1,1,4.88,1
198,1.3098230912476723,0.9654562383612664,0.9298995663090619,1.0,2,1.0,1.0,0,161.0,1,0,0,0,0,1,1,1,0,0,1,5,1,4.8,1
199,1.0,0.93,0.97,1.0,4,1.0,2.0,1,198.0,1,0,0,1,0,1,0,1,0,0,1,6,1,4.67,0
200,1.0,0.9,0.95,1.0,4,1.7702985856469355,2.0,0,140.0,1,1,0,1,0,0,1,1,1,0,0,2,1,4.85,1
201,1.0,1.0,0.8,0.39646102343376377,2,1.7702985856469355,1.0,1,145.0,1,0,0,1,1,1,0,1,1,1,0,6,2,5.0,1
202,1.0,1.0,0.99,0.39646102343376377,2,1.7702985856469355,2.0,0,80.0,1,0,0,1,1,0,0,1,0,0,0,6,2,4.76,1
203,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,2,1.7702985856469355,1.0,0,45.0,1,0,1,1,0,0,1,1,0,0,0,7,2,5.0,1
205,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,1,1.7702985856469355,1.0,0,39.0,1,0,0,0,0,0,0,1,0,0,0,4,2,4.07,0
206,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,1,1.7702985856469355,1.0,0,35.0,1,0,0,0,0,0,0,1,0,0,0,4,2,4.25,0
207,1.0,1.0,1.0,1.0,4,1.0,2.0,0,165.0,1,0,0,1,0,0,0,1,0,0,0,6,1,4.95,1
208,1.0,1.0,1.0,1.0,8,3.0,4.0,1,246.0,1,0,0,1,0,1,1,1,0,0,0,5,1,4.83,1
209,1.0,0.88,1.0,0.0,2,1.7702985856469355,1.0,0,165.0,1,0,0,1,0,0,0,1,0,0,0,2,1,4.57,0
210,2.0,1.0,0.81,0.0,4,1.0,1.0,0,165.0,1,0,0,1,0,1,1,1,0,0,0,5,1,4.92,1
211,1.0,1.0,0.95,0.0,4,1.0,3.0,0,120.0,1,0,0,0,0,0,1,1,0,0,0,6,1,4.6,0
212,1.0,1.0,1.0,1.0,4,1.0,3.0,1,200.0,1,0,0,1,0,0,0,1,0,0,0,6,1,4.89,1
213,1.0,1.0,0.97,1.0,2,1.0,1.0,0,164.0,1,0,0,1,0,1,0,1,0,0,0,6,1,4.93,1
214,1.0,1.0,1.0,1.0,4,1.0,3.0,0,95.0,1,1,0,1,0,0,0,1,1,0,0,1,1,4.9,1
215,2.0,1.0,0.95,1.0,2,1.0,1.0,0,107.0,1,1,0,1,0,0,0,1,1,0,0,6,1,4.87,1
216,1.0,1.0,0.97,0.39646102343376377,1,1.7702985856469355,1.0,0,67.0,1,0,0,1,0,1,0,1,0,1,0,5,2,4.88,1
217,1.0,1.0,1.0,1.0,4,1.0,2.0,0,140.0,1,0,0,1,0,1,0,1,0,0,0,6,1,4.77,1
218,1.0,1.0,1.0,1.0,4,1.0,2.0,0,224.0,1,0,0,1,0,1,0,1,0,0,0,6,1,4.97,1
219,1.0,1.0,0.95,0.39646102343376377,2,1.7702985856469355,1.0,0,125.0,0,0,0,1,0,0,0,1,0,0,0,5,2,4.33,0
220,1.0,1.0,0.95,0.39646102343376377,3,1.7702985856469355,2.0,0,105.0,0,0,0,1,0,0,0,1,0,0,1,1,2,4.8,1
221,1.0,1.0,0.95,0.39646102343376377,1,1.7702985856469355,1.0,0,100.0,0,0,0,0,0,1,0,1,0,0,0,5,3,3.17,0
222,1.0,1.0,0.95,0.39646102343376377,2,1.7702985856469355,1.0,0,129.0,0,1,0,1,1,1,0,1,0,0,1,5,2,4.68,0
223,2.0,0.96,0.95,0.0,5,2.0,2.0,1,408.0,1,1,1,1,0,0,0,1,0,0,0,2,1,4.79,1
224,1.0,1.0,0.95,0.39646102343376377,1,1.7702985856469355,1.0,0,115.0,0,1,0,0,1,1,0,1,0,0,1,1,2,4.2,0
225,1.0,1.0,0.82,0.39646102343376377,1,1.7702985856469355,1.0,0,78.0,0,0,0,0,0,0,0,1,0,0,0,4,2,4.92,1
226,1.0,1.0,0.79,1.0,4,2.0,2.0,0,186.0,1,0,0,1,0,1,0,1,0,0,0,1,1,4.85,1
227,1.0,1.0,0.33,0.39646102343376377,4,1.7702985856469355,3.0,0,140.0,1,1,0,1,1,0,0,1,1,0,1,3,2,4.94,1
228,2.0,1.0,0.09,0.0,1,1.0,1.0,0,53.0,1,1,0,1,0,0,0,1,0,0,0,5,1,4.93,1
229,1.0,1.0,0.95,1.0,2,1.0,1.0,0,145.0,1,1,0,1,0,1,0,1,1,0,1,2,1,4.93,1
230,4.0,0.0,0.0,0.0,3,1.7702985856469355,2.0,0,114.0,0,0,0,0,0,0,0,1,0,0,0,1,1,4.79,1
231,3.0,1.0,0.95,1.0,4,1.0,2.0,0,180.0,1,0,0,1,0,0,1,1,0,0,0,5,1,4.97,1
232,1.0,1.0,0.99,0.0,5,1.0,3.0,0,110.0,1,1,0,1,0,0,0,1,1,0,0,1,1,4.72,1
233,1.0,1.0,1.0,1.0,5,1.0,3.0,0,182.0,1,0,0,1,0,1,1,1,0,0,0,6,1,4.74,1
234,1.0,1.0,1.0,1.0,4,1.7702985856469355,2.0,0,206.0,1,0,0,1,0,1,0,1,0,0,0,6,1,4.91,1
235,1.0,1.0,1.0,0.39646102343376377,2,1.7702985856469355,1.0,0,89.0,0,0,0,1,0,0,1,1,0,0,0,5,2,4.49,0
236,1.0,1.0,1.0,1.0,2,1.7702985856469355,1.0,0,127.0,1,1,0,1,0,1,0,1,0,0,1,2,1,4.91,1
237,1.0,1.0,1.0,1.0,2,1.0,1.0,0,126.0,1,0,0,1,0,1,0,1,0,1,0,2,1,4.87,1
238,1.0,1.0,1.0,0.39646102343376377,2,1.7702985856469355,1.0,0,90.0,1,0,0,1,0,0,1,1,0,0,0,2,2,4.5,0
239,1.0,1.0,0.92,0.39646102343376377,3,1.7702985856469355,3.0,0,75.0,1,0,1,1,0,1,0,1,0,1,0,5,1,4.74,1
240,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,3,1.0,1.0,0,275.0,0,0,0,0,0,0,1,1,0,0,0,4,1,4.71,1
241,1.0,1.0,0.4,0.39646102343376377,4,1.7702985856469355,3.0,0,65.0,1,0,0,1,0,1,0,1,0,0,0,1,2,4.86,1
242,4.0,0.0,0.0,0.0,2,1.0,1.0,0,180.0,1,0,0,1,1,0,0,0,0,0,0,6,1,4.5,0
243,1.3098230912476723,0.9654562383612664,1.0,1.0,4,2.0,2.0,0,199.0,1,0,0,1,0,0,0,1,0,0,0,6,1,4.97,1
244,3.0,0.5,0.0,0.0,2,1.0,2.077656675749319,0,59.0,0,0,0,0,1,0,1,1,0,0,0,3,1,4.0,0
245,1.0,1.0,1.0,0.39646102343376377,2,1.7702985856469355,1.0,0,75.0,1,0,0,1,0,0,1,1,0,0,0,5,2,4.88,1
246,1.3098230912476723,0.9654562383612664,0.9298995663090619,1.0,2,1.7702985856469355,1.0,0,115.0,1,0,0,0,0,0,0,1,0,0,0,5,1,4.91,1
247,1.0,1.0,1.0,1.0,2,1.0,1.0,0,195.0,1,0,0,1,0,1,0,1,0,0,0,1,1,4.92,1
248,1.0,1.0,0.91,0.39646102343376377,1,1.7702985856469355,1.0,0,46.0,0,0,1,0,0,0,1,1,0,0,0,7,2,4.79,1
249,1.0,1.0,1.0,0.39646102343376377,3,1.0,1.0,0,107.0,1,0,0,1,0,0,0,1,0,0,0,5,1,4.67,0
250,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,2,1.7702985856469355,1.0,0,275.0,0,0,0,0,0,0,0,1,0,0,0,1,2,4.4,0
251,1.0,1.0,0.78,1.0,2,1.0,1.0,0,250.0,1,0,0,1,1,0,0,1,0,0,0,2,1,4.79,1
252,1.0,1.0,0.96,0.39646102343376377,2,1.7702985856469355,1.0,0,90.0,1,0,0,1,1,1,0,1,0,1,0,2,2,4.56,0
253,3.0,0.8,0.5,0.39646102343376377,2,1.7702985856469355,1.0,0,245.0,1,0,0,0,0,0,0,1,0,0,0,3,2,5.0,1
254,3.0,1.0,1.0,0.0,4,1.0,2.0,0,106.0,1,0,0,1,1,1,1,1,0,0,0,1,1,4.75,1
255,2.0,0.67,1.0,0.0,6,3.0,3.0,0,497.0,0,0,0,0,1,0,0,1,0,0,0,1,1,4.94,1
256,1.0,1.0,0.97,1.0,4,1.0,2.0,0,125.0,1,0,0,1,0,1,1,1,1,1,1,5,1,4.9,1
258,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,1,1.7702985856469355,1.0,0,300.0,1,0,0,1,0,0,0,1,0,0,0,3,2,4.64,0
259,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,1,1.7702985856469355,1.0,0,300.0,1,0,0,0,0,0,0,1,0,0,0,3,2,4.78,1
260,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,1,1.7702985856469355,1.0,0,300.0,1,0,0,0,0,0,0,1,0,0,0,3,2,4.94,1
261,1.0,1.0,1.0,0.39646102343376377,5,1.7702985856469355,1.0,0,39.0,1,1,0,1,0,1,1,1,1,0,0,8,2,4.68,0
262,1.0,1.0,0.96,1.0,3,1.0,1.0,1,97.0,1,1,0,1,0,0,1,1,0,0,0,4,1,4.88,1
263,2.0,1.0,1.0,0.0,4,1.0,1.0,0,75.0,1,0,0,1,0,1,1,1,0,1,0,4,1,4.81,1
264,4.0,0.25,0.9298995663090619,0.0,1,1.0,1.0,1,149.0,1,0,0,1,0,1,1,1,0,0,0,3,1,4.55,0
265,1.0,1.0,0.98,1.0,2,1.0,1.0,0,127.0,1,0,0,1,0,0,0,1,0,0,0,1,1,4.86,1
266,1.0,1.0,0.99,1.0,2,1.0,1.0,0,128.0,1,1,0,1,0,0,0,1,0,0,0,6,1,4.92,1
267,2.0,1.0,0.97,0.0,6,3.0,6.0,0,301.0,1,1,0,1,0,1,1,1,1,0,0,5,1,4.6,0
268,3.0,1.0,1.0,1.0,4,1.0,2.0,1,275.0,1,0,0,0,0,1,1,1,0,0,0,6,1,5.0,1
269,1.0,1.0,1.0,1.0,5,2.0,2.0,0,225.0,1,1,0,1,1,0,1,1,1,0,0,6,1,4.9,1
270,1.0,1.0,0.82,0.39646102343376377,2,1.7702985856469355,1.0,0,74.0,0,0,0,0,0,0,0,1,0,0,0,4,2,4.87,1
271,1.0,1.0,0.92,1.0,2,1.0,1.0,0,110.0,1,1,0,1,0,0,0,1,1,0,0,2,1,4.9,1
272,1.0,1.0,0.98,0.39646102343376377,2,1.7702985856469355,1.0,0,135.0,1,0,0,1,0,1,0,1,0,0,0,6,2,4.86,1
273,2.0,1.0,0.98,1.0,4,2.0,3.0,0,326.0,1,1,0,1,1,1,0,1,0,1,0,1,1,4.97,1
274,4.0,0.0,0.0,0.0,3,1.0,1.0,0,80.0,0,0,1,0,0,0,0,1,0,0,0,2,1,3.0,0
275,3.0,0.86,0.48,0.0,16,4.0,8.0,0,364.0,1,0,0,0,0,0,1,1,0,0,0,4,1,4.56,0
276,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,1,1.7702985856469355,1.0,0,35.0,0,0,0,0,0,0,0,1,0,0,0,5,2,4.0,0
277,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,1,1.7702985856469355,1.0,0,32.0,1,0,0,0,0,0,0,1,0,0,0,4,2,4.59,0
278,3.0,1.0,0.49,0.0,6,2.0,2.0,0,244.0,1,1,0,1,0,1,0,1,1,0,0,2,1,4.78,1
279,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,4,1.0,3.0,0,58.0,1,0,0,1,0,1,1,1,0,0,0,5,1,4.66,0
280,1.0,1.0,1.0,0.0,3,1.0,2.0,0,81.0,1,0,1,1,1,0,1,1,0,0,1,1,1,4.41,0
281,1.0,1.0,0.96,1.0,4,1.0,1.0,0,198.0,1,1,0,1,0,0,0,1,1,0,0,6,1,4.7,0
283,1.0,1.0,1.0,0.0,4,1.0,2.0,1,170.0,1,0,0,1,0,0,0,1,1,1,0,2,1,4.72,1
284,2.0,0.96,0.95,0.0,3,1.0,2.0,1,265.0,1,1,1,1,0,0,0,1,0,0,0,2,1,4.67,0
285,1.0,1.0,0.98,0.39646102343376377,2,1.7702985856469355,1.0,0,87.0,1,0,1,1,1,1,1,1,0,0,0,6,2,4.93,1
286,1.0,1.0,1.0,1.0,2,1.0,1.0,1,110.0,1,0,0,1,1,1,0,1,0,0,0,6,1,4.91,1
287,1.0,1.0,0.66,0.0,2,1.7702985856469355,1.0,0,105.0,0,0,0,0,0,0,1,1,0,0,0,1,1,4.43,0
288,3.0,1.0,0.14,0.39646102343376377,2,1.7702985856469355,1.0,0,99.0,1,0,0,1,1,1,0,1,0,0,0,2,2,5.0,1
289,1.0,1.0,0.81,0.0,6,3.0,3.0,0,209.0,1,1,0,1,0,1,1,1,1,1,1,7,1,4.89,1
290,1.0,1.0,0.99,0.0,8,4.0,5.0,0,333.0,1,1,1,1,1,1,0,1,1,0,0,2,1,4.86,1
291,2.0,1.0,1.0,1.0,2,1.0,1.0,0,67.0,1,0,0,1,0,0,0,1,0,0,0,2,1,4.88,1
292,2.0,1.0,0.9298995663090619,0.0,2,1.0,1.0,0,150.0,1,0,0,0,0,0,1,1,0,0,0,5,1,4.88,1
293,1.0,1.0,1.0,0.39646102343376377,1,1.7702985856469355,1.0,0,84.0,0,0,0,1,0,0,1,1,0,0,0,2,2,4.54,0
294,1.0,1.0,0.96,0.39646102343376377,2,1.7702985856469355,1.0,0,100.0,1,0,0,1,1,1,0,1,0,1,0,2,2,4.6,0
295,1.0,1.0,1.0,0.39646102343376377,3,1.7702985856469355,1.0,1,92.0,1,0,0,1,0,1,0,1,0,0,0,2,2,4.52,0
296,3.0,0.86,0.79,1.0,4,2.0,2.0,0,215.0,0,0,0,0,0,1,1,1,0,0,0,6,1,4.73,1
297,1.0,1.0,0.99,0.39646102343376377,2,1.0,1.0,0,94.0,1,0,0,0,0,0,1,1,1,0,0,1,2,4.84,1
298,1.0,0.92,1.0,0.0,3,1.0,2.0,1,140.0,1,1,0,1,0,0,0,1,0,0,0,2,1,4.74,1
299,3.0,0.6,0.63,0.39646102343376377,2,1.7702985856469355,1.0,0,65.0,1,0,0,1,0,0,1,1,0,0,0,8,2,4.91,1
300,1.0,1.0,0.91,1.0,3,1.0,2.0,0,58.0,1,0,0,1,0,1,1,1,0,0,0,4,1,4.79,1
301,3.0,1.0,1.0,1.0,4,1.0,2.0,1,240.0,1,0,0,1,0,1,1,1,0,0,0,6,1,4.94,1
302,3.0,0.67,0.9298995663090619,0.0,1,1.0,2.0,0,120.0,0,0,0,0,0,0,0,1,0,0,1,2,1,4.71,1
303,1.0,1.0,0.66,0.0,6,3.0,4.0,0,361.0,1,0,0,1,1,1,1,1,0,0,0,1,1,4.68,0
304,1.0,1.0,0.96,0.39646102343376377,1,1.7702985856469355,1.0,1,105.0,1,0,0,1,0,1,0,1,0,1,0,2,2,4.74,1
305,1.0,1.0,1.0,1.0,6,2.0,2.0,1,165.0,1,0,0,1,1,1,0,1,0,0,0,5,1,4.95,1
306,1.0,0.9,1.0,1.0,4,2.0,2.0,0,123.0,1,1,0,1,0,0,0,1,1,0,0,1,1,4.85,1
307,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,3,2.0,2.0,0,95.0,0,0,0,0,0,1,0,1,0,0,1,1,1,4.92,1
308,2.0,1.0,1.0,0.0,4,1.0,2.0,0,139.0,1,0,0,1,0,0,1,1,0,0,0,5,1,4.85,1
309,2.0,1.0,0.63,0.0,3,1.0,2.0,0,145.0,1,0,0,1,1,1,0,1,0,0,0,2,1,4.81,1
310,1.0,1.0,0.96,0.39646102343376377,1,1.7702985856469355,1.0,0,128.0,1,0,0,1,1,1,0,1,0,1,0,2,2,4.76,1
311,1.0,1.0,0.98,0.39646102343376377,2,1.7702985856469355,2.0,0,75.0,1,0,1,1,1,1,1,1,0,0,0,6,2,4.89,1
312,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,3,1.0,1.0,0,99.0,1,0,0,1,0,0,0,1,0,0,0,2,1,4.88,1
313,1.0,1.0,0.98,0.0,4,1.0,2.0,0,168.0,1,1,0,1,0,1,0,1,1,0,0,1,1,4.71,1
314,1.0,1.0,1.0,1.0,6,2.0,3.0,1,279.0,1,1,0,1,0,1,1,1,1,1,0,1,1,4.88,1
315,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,1,1.7702985856469355,1.0,0,88.0,0,0,0,1,0,0,0,1,0,0,0,4,2,5.0,1
316,2.0,1.0,0.7,0.39646102343376377,4,1.0,1.0,0,133.0,1,0,0,1,1,1,0,1,0,1,0,1,1,4.83,1
317,1.0,1.0,0.99,1.0,4,1.0,2.0,0,120.0,1,1,0,1,0,0,0,1,1,1,0,1,1,4.95,1
318,3.0,1.0,1.0,1.0,6,2.0,3.0,1,295.0,1,0,0,1,0,1,1,1,0,0,0,6,1,4.92,1
319,1.0,1.0,0.81,0.0,2,1.7702985856469355,1.0,0,80.0,1,1,1,1,0,1,1,1,1,0,1,7,2,4.88,1
320,1.0,1.0,1.0,0.39646102343376377,9,3.0,3.0,0,339.0,1,0,0,1,1,0,1,1,0,0,0,2,1,4.3,0
321,1.0,1.0,1.0,1.0,2,1.7702985856469355,3.0,1,77.0,0,0,0,1,0,0,1,1,0,0,0,5,1,4.77,1
322,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,3,1.0,1.0,1,500.0,1,0,0,0,1,0,1,1,0,0,0,1,1,4.76,1
323,1.0,1.0,1.0,1.0,2,2.0,1.0,0,192.0,1,1,0,1,1,0,0,1,1,0,0,2,1,4.88,1
324,1.0,1.0,0.75,1.0,6,3.0,3.0,0,79.0,1,0,0,1,0,0,1,1,0,0,0,7,1,4.7,0
325,1.0,1.0,1.0,1.0,5,2.0,2.0,1,261.0,1,1,0,1,0,0,0,1,0,0,0,6,1,4.89,1
326,1.0,1.0,0.99,1.0,3,1.0,2.0,0,80.0,1,0,0,1,0,1,0,1,0,0,0,2,1,4.87,1
327,1.0,1.0,1.0,1.0,3,1.0,1.0,1,164.0,1,1,0,1,0,0,0,1,1,0,0,6,1,4.88,1
328,3.0,0.6,0.16,0.39646102343376377,1,1.7702985856469355,1.0,0,34.0,1,0,0,1,0,1,1,1,0,0,1,5,2,4.6,0
329,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,2,1.7702985856469355,1.0,0,120.0,1,0,0,0,1,0,0,1,0,0,0,1,2,4.93,1
330,1.0,1.0,1.0,1.0,6,3.0,3.0,0,242.0,1,0,0,1,1,1,0,1,0,1,0,5,1,4.79,1
331,2.0,1.0,0.97,0.0,5,2.0,4.0,0,180.0,1,0,0,0,0,0,0,1,0,0,0,1,1,4.87,1
332,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,1,1.7702985856469355,1.0,0,30.0,1,0,0,0,0,0,0,1,0,0,0,4,2,4.92,1
333,1.0,1.0,0.99,1.0,3,1.0,2.0,0,136.0,1,0,0,1,0,1,0,1,0,0,1,5,1,4.97,1
334,1.0,1.0,1.0,1.0,2,1.0,1.0,0,200.0,1,1,0,1,1,0,0,1,1,0,1,2,1,4.85,1
335,1.0,1.0,0.96,0.39646102343376377,4,2.0,2.0,1,190.0,1,0,0,1,0,0,0,1,0,1,0,2,1,4.61,0
336,1.0,1.0,1.0,0.0,6,4.0,4.0,0,285.0,1,1,0,1,1,1,0,1,0,0,0,5,1,4.7,0
337,2.0,0.96,0.86,1.0,10,3.0,4.0,0,340.0,1,0,0,1,1,1,1,1,0,0,0,6,1,4.92,1
338,1.0,1.0,1.0,1.0,2,1.0,1.0,0,195.0,1,0,0,1,0,1,0,1,0,0,0,2,1,4.85,1
339,1.0,1.0,0.95,0.0,8,3.0,7.0,0,314.0,1,1,0,1,0,0,0,1,1,0,0,5,1,4.68,0
340,2.0,1.0,0.72,1.0,2,1.0,1.0,0,138.0,1,0,0,1,1,1,1,1,0,0,0,1,1,4.97,1
341,1.0,1.0,1.0,1.0,2,1.0,1.0,1,175.0,1,1,0,1,0,0,0,1,1,0,0,1,1,4.94,1
342,1.0,1.0,0.98,0.0,4,1.0,2.0,0,148.0,1,0,0,1,0,0,0,1,0,0,0,2,1,4.87,1
343,1.0,1.0,0.97,0.39646102343376377,1,1.7702985856469355,1.0,0,90.0,1,0,0,1,0,0,0,1,0,0,0,6,2,4.8,1
344,1.0,1.0,1.0,1.0,2,1.7702985856469355,1.0,0,91.0,1,0,0,1,0,0,0,1,0,0,0,6,1,4.86,1
345,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,1,1.7702985856469355,1.0,0,35.0,1,1,0,1,0,0,0,1,0,0,0,1,2,4.38,0
346,1.0,1.0,0.99,0.0,2,1.0,2.0,0,10.0,1,1,1,1,0,0,0,1,1,0,0,6,1,4.9,1
347,2.0,1.0,1.0,0.0,4,2.0,2.0,0,135.0,1,0,0,1,0,0,1,1,0,0,0,3,1,4.87,1
348,1.0,1.0,0.97,1.0,5,1.0,3.0,0,203.0,1,1,0,1,0,1,1,1,1,0,1,5,1,4.91,1
349,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,3,1.0,1.0,0,130.0,0,0,0,0,0,0,1,1,0,0,0,1,1,5.0,1
350,3.0,1.0,0.0,0.0,3,1.0,2.0,0,125.0,0,0,0,1,0,0,0,1,0,0,0,2,1,4.47,0
351,3.0,0.8,1.0,0.0,3,1.0,1.0,0,135.0,1,0,0,0,0,1,0,1,0,0,0,1,1,4.41,0
352,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,4,1.0,2.0,0,99.0,1,0,1,0,0,0,0,1,0,0,0,1,1,5.0,1
353,1.0,1.0,0.9298995663090619,0.0,2,1.7702985856469355,1.0,0,125.0,1,0,0,0,0,1,1,1,0,0,0,8,1,0.0,0
354,1.0,1.0,0.96,0.39646102343376377,2,1.7702985856469355,1.0,0,61.0,1,0,0,1,1,1,0,1,0,0,0,4,2,4.95,1
355,1.3098230912476723,0.9654562383612664,0.9298995663090619,1.0,10,4.0,5.0,0,489.0,1,0,1,1,0,1,0,1,0,0,0,5,1,4.96,1
356,1.3098230912476723,0.9654562383612664,0.5,0.0,2,1.0,1.0,0,82.0,1,0,0,1,0,0,0,1,0,0,0,2,1,4.91,1
357,3.0,1.0,0.0,0.0,2,1.7702985856469355,1.0,0,125.0,0,0,0,0,0,0,0,1,0,0,0,2,1,4.0,0
358,1.0,1.0,0.93,1.0,2,1.0,2.0,0,157.0,0,0,0,1,0,0,0,1,0,0,0,2,1,4.67,0
359,2.0,1.0,0.98,1.0,4,1.7702985856469355,2.0,0,123.0,1,0,0,1,0,0,1,1,0,0,0,1,1,4.85,1
361,1.0,1.0,1.0,1.0,2,1.0,1.0,0,160.0,1,0,0,1,0,0,0,1,0,0,0,2,1,4.7,0
362,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,1,1.0,1.0,0,500.0,0,0,0,0,1,0,1,1,0,0,0,6,1,4.0,0
363,1.0,1.0,1.0,1.0,6,2.0,2.0,1,209.0,1,1,0,1,0,0,1,1,1,0,1,6,1,4.86,1
364,1.0,1.0,0.66,0.0,3,1.7702985856469355,2.0,0,107.0,1,0,0,1,0,0,0,1,0,0,0,1,1,4.47,0
365,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,1,1.7702985856469355,1.0,0,30.0,1,0,0,0,0,0,0,1,0,0,0,1,2,2.83,0
366,1.0,1.0,0.73,1.0,3,1.7702985856469355,2.0,0,90.0,1,0,0,1,0,1,0,1,0,0,0,2,1,4.94,1
367,1.0,1.0,0.99,0.39646102343376377,2,1.7702985856469355,1.0,0,117.0,1,0,0,0,0,0,1,1,0,0,0,1,2,4.85,1
368,1.0,1.0,0.99,0.39646102343376377,7,3.0,4.0,0,443.0,1,1,1,1,0,0,1,1,0,0,0,1,1,4.76,1
369,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,2,1.0,2.0,0,175.0,1,0,0,0,0,0,1,1,0,0,0,6,1,4.97,1
370,1.0,1.0,0.87,0.39646102343376377,2,1.7702985856469355,1.0,0,120.0,0,0,0,0,0,0,0,1,0,0,0,5,2,4.86,1
371,3.0,0.8,0.94,0.0,7,3.0,5.0,0,307.0,1,0,0,1,0,1,1,1,0,0,0,5,1,4.64,0
372,1.0,1.0,1.0,1.0,4,1.0,1.0,0,155.0,1,1,0,1,1,1,1,1,0,0,0,1,1,4.92,1
373,1.0,1.0,1.0,1.0,4,1.0,1.0,0,150.0,1,1,0,1,0,0,0,1,1,0,0,1,1,4.93,1
374,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,2,1.0,1.0,0,130.0,0,0,0,0,0,0,1,1,0,0,0,4,2,4.88,1
375,1.0,1.0,0.93,0.0,6,3.0,4.0,0,256.0,1,0,0,1,1,0,0,1,0,0,0,6,1,4.83,1
376,1.0,1.0,1.0,1.0,3,1.7702985856469355,1.0,0,142.0,1,0,0,1,0,0,1,1,1,0,0,6,1,4.87,1
377,2.0,1.0,0.92,0.0,5,2.0,2.0,0,184.0,1,1,0,1,0,1,0,1,1,0,1,1,1,4.54,0
378,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,2,1.0,1.0,0,112.0,1,1,0,1,0,0,0,1,1,0,0,2,1,4.92,1
379,1.0,1.0,1.0,0.0,4,1.0,1.0,1,154.0,1,1,0,1,0,1,1,1,1,1,1,3,1,4.99,1
380,3.0,1.0,1.0,0.0,4,2.0,2.0,0,150.0,1,1,0,1,0,0,0,1,0,0,0,6,1,4.85,1
381,2.0,0.9,0.93,0.0,2,1.0,1.0,0,157.0,1,0,0,1,0,0,1,1,0,0,0,6,1,4.64,0
382,3.0,1.0,1.0,0.39646102343376377,4,1.7702985856469355,2.0,0,125.0,1,0,0,1,0,1,1,1,0,0,0,1,2,4.63,0
383,1.0,1.0,0.83,1.0,1,1.0,1.0,0,79.0,1,1,0,0,0,0,1,1,0,0,0,5,1,4.97,1
384,1.3098230912476723,0.9654562383612664,0.97,1.0,8,5.0,5.0,0,518.0,1,0,0,1,0,1,0,1,0,0,0,1,1,4.89,1
385,1.3098230912476723,0.9654562383612664,1.0,0.39646102343376377,1,1.7702985856469355,1.0,0,70.0,1,1,0,1,1,1,0,1,1,0,1,6,2,4.95,1
386,1.0,1.0,0.99,1.0,6,3.0,3.0,0,531.0,1,1,0,1,0,0,0,1,0,1,1,6,1,4.96,1
387,1.3098230912476723,0.9654562383612664,0.97,1.0,8,2.0,2.0,0,199.0,1,0,0,1,0,0,0,1,0,0,0,1,1,4.84,1
389,1.0,1.0,1.0,0.39646102343376377,2,1.7702985856469355,1.0,0,70.0,1,0,1,1,1,1,1,1,0,0,0,4,2,4.9,1
391,1.0,1.0,0.98,1.0,2,1.7702985856469355,1.0,0,80.0,1,0,0,1,0,1,0,1,0,0,0,4,2,4.92,1
